"","QWE","MI","PI","LOCTot","SocDesTot","MachTot","Sex","BehIntTot","ManCheck_1","ManCheck_2","ManCheck_3","Team"
"1096","high","unethical","ethical",26,34,24,"Male",12,"Good","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",15
"1097","low","unethical","ethical",36,26,32,"Male",16,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",15
"1098","high","unethical","ethical",25,36,29,"Female",8,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",15
"1099","low","unethical","unethical",27,29,33,"Female",16,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",15
"1100","low","unethical","ethical",38,26,30,"Female",16,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",15
"1101","low","ethical","unethical",33,31,30,"Female",18,"Neither good nor poor","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",15
"1102","high","ethical","unethical",34,25,29,"Male",20,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",15
"1103","high","ethical","ethical",31,31,31,"Male",14,"Neither good nor poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",15
"1104","high","ethical","ethical",23,29,27,"Female",16,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",15
"1105","low","ethical","unethical",29,34,33,"Male",12,"Neither good nor poor","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",15
"1106","high","unethical","ethical",24,28,28,"Female",16,"Neither good nor poor","It was typical for employees to increase their expense reports","It was difficult to determine what the boss was reporting on his expense reports",15
"1107","low","unethical","ethical",41,20,37,"Female",20,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",15
"1108","low","unethical","unethical",33,23,37,"Female",16,"Neither good nor poor","It was typical for employees to increase their expense reports","It was difficult to determine what the boss was reporting on his expense reports",15
"1109","high","ethical","unethical",28,29,30,"Male",16,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",15
"1110","low","unethical","unethical",31,27,28,"Female",10,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",17
"1111","low","unethical","ethical",21,26,26,"Male",6,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",17
"1112","low","ethical","unethical",26,30,25,"Female",12,"Poor","It was typical for employees to increase their expense reports","It was difficult to determine what the boss was reporting on his expense reports",17
"1113","high","unethical","ethical",24,22,27,"Female",8,"Good","It was difficult to determine what other people were reporting on their expense reports","The boss increased his expense reports",17
"1114","low","ethical","ethical",34,25,31,"Female",14,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",17
"1115","low","unethical","ethical",27,26,29,"Female",9,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",17
"1116","high","ethical","ethical",29,31,26,"Female",15,"Neither good nor poor","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",17
"1117","low","ethical","unethical",31,32,22,"Female",8,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",17
"1118","high","ethical","ethical",26,22,39,"Female",14,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",17
"1119","low","ethical","unethical",21,48,24,"Female",6,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",17
"1120","low","ethical","ethical",28,36,35,"Male",10,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",17
